127
verde,911.063
laranja,12607.407000000001
verde,12951.423999999999
amarelo,13103.371
verde,13431.388
amarelo,13583.385
vermelho,13999.454
verde,14319.418000000001
laranja,14759.436000000002
verde,15191.488
amarelo,15479.445
vermelho,15767.459
amarelo,16215.516999999998
verde,16479.471
amarelo,16919.539
vermelho,17207.538
verde,17623.504
amarelo,17935.549000000003
vermelho,18359.584000000003
verde,18687.539999999997
amarelo,19023.556
vermelho,19335.617
verde,19719.61
amarelo,19967.578
vermelho,20247.608
verde,20487.592
amarelo,20879.666
verde,21143.611
laranja,21519.622
verde,22047.675000000003
amarelo,22439.703
verde,22871.718
laranja,23183.733
verde,23575.682
amarelo,23959.729
vermelho,24263.755
verde,24535.710000000003
amarelo,24807.767
verde,25143.781
amarelo,25487.736
vermelho,25727.763
amarelo,26087.81
verde,26367.762
amarelo,26639.769999999997
vermelho,26903.82
amarelo,27231.786
verde,27495.8
amarelo,28015.859
vermelho,28335.874
amarelo,28791.899999999998
verde,29095.893
amarelo,29495.922
vermelho,29799.871
amarelo,30223.903
verde,30527.895999999997
vermelho,30727.902000000002
amarelo,31151.947
verde,31415.923
amarelo,31759.933
vermelho,32055.964000000004
verde,32255.947999999997
amarelo,32527.954
vermelho,32815.98
verde,32967.97
laranja,33303.997
verde,33727.992
amarelo,34096.022
vermelho,34312.005999999994
amarelo,34672.049999999996
verde,34952.025
amarelo,35360.041000000005
vermelho,35608.049
verde,35808.048
amarelo,36232.074
verde,36496.076
amarelo,37048.112
vermelho,37296.096
amarelo,37600.11
verde,38008.122
amarelo,38312.130000000005
vermelho,38768.149
amarelo,39168.16
verde,39560.169
amarelo,39888.185
vermelho,40344.189999999995
verde,40872.204000000005
amarelo,41168.236
amarelo,41592.22900000001
verde,41912.249
amarelo,42640.265
verde,43000.316
vermelho,43384.283
verde,44040.361
amarelo,44320.412
amarelo,44792.326
vermelho,45087.336
verde,45632.351
amarelo,45888.369
amarelo,46400.369
vermelho,46632.416
verde,47136.421
amarelo,47360.498
amarelo,47896.437
vermelho,48160.487
verde,48648.439000000006
amarelo,48872.448
amarelo,49296.458
vermelho,49560.557
verde,50096.502
amarelo,50439.549
amarelo,50952.511999999995
vermelho,51240.518000000004
verde,51872.549
amarelo,52144.543
amarelo,52664.558999999994
vermelho,52992.638
verde,53520.689
amarelo,53816.603
amarelo,54232.618
vermelho,54512.672
verde,54992.629
amarelo,55216.718
amarelo,55560.685
vermelho,55992.663
verde,56448.676
amarelo,56752.774000000005
amarelo,57152.703
vermelho,57440.73499999999
verde,57968.722
amarelo,58272.821
amarelo,58704.75
vermelho,59000.751000000004
verde,59552.765999999996
amarelo,59816.774000000005
amarelo,60208.83
vermelho,60528.868
verde,61080.863
amarelo,61384.892
amarelo,61808.835
vermelho,62192.954
verde,62744.866
amarelo,63000.874
amarelo,63447.945
vermelho,63752.977
verde,64216.976
amarelo,64616.969
amarelo,65144.93400000001
vermelho,65449.00800000001
verde,66032.96500000001
amarelo,66328.037
amarelo,66840.99
vermelho,67089.00300000001
verde,67529.01
amarelo,67833.02
amarelo,68392.068
vermelho,68672.073
verde,69137.05799999999
amarelo,69433.175
amarelo,69761.138
vermelho,70081.087
verde,70625.19
amarelo,71009.18000000001
amarelo,71513.22600000001
vermelho,71865.14
verde,72369.156
amarelo,72600.185
amarelo,73009.175
vermelho,73305.189
verde,73657.24799999999
azul,74057.22799999999
laranja,74097.316
verde,74441.279
amarelo,74577.26800000001
vermelho,74865.23
amarelo,75273.24500000001
verde,75528.309
azul,75865.26000000001
laranja,75880.31700000001
amarelo,76257.273
verde,76345.333
laranja,77009.295
azul,77024.353
verde,77489.408
vermelho,77496.37
amarelo,77849.32
vermelho,77960.382
amarelo,78401.348
laranja,78713.408
azul,78721.39300000001
amarelo,79129.359
verde,79352.425
laranja,79536.434
azul,79552.431
amarelo,80121.48999999999
verde,80153.46399999999
azul,80665.43400000001
laranja,80752.464
verde,81185.507
amarelo,81416.452
vermelho,81592.489
amarelo,81897.436
verde,82105.455
azul,82633.561
amarelo,82881.47200000001
verde,83121.571
laranja,83193.561
azul,83576.52
amarelo,83865.595
verde,84065.507
vermelho,84337.588
azul,84657.597
laranja,84705.565
verde,85105.534
amarelo,85281.611
vermelho,85464.60399999999
verde,85777.61200000001
amarelo,86145.56899999999
verde,86376.629
amarelo,86569.636
verde,86753.67
amarelo,86873.616
verde,87065.595
amarelo,87200.661
verde,87360.651
amarelo,87520.66399999999
verde,87664.67199999999
amarelo,87825.633
verde,87992.656
amarelo,88121.67700000001
verde,88281.669
amarelo,88425.693
verde,88640.698
amarelo,88752.706
azul,89097.655
laranja,89112.715
verde,89553.683
amarelo,89849.73999999999
verde,90345.691
vermelho,90368.753
amarelo,90720.765
verde,91201.715
amarelo,91488.78600000001
verde,91969.737
amarelo,92185.80500000001
verde,92568.783
amarelo,92937.765
verde,93329.775
amarelo,93616.84700000001
vermelho,94017.889
amarelo,94456.874
verde,94760.883
azul,95105.838
laranja,95112.866
verde,95609.88799999999
amarelo,95865.913
vermelho,96104.89099999999
verde,96473.882
amarelo,96673.935
verde,97066.002
amarelo,97320.913
vermelho,97834.01999999999
amarelo,98161.936
verde,98458.026
amarelo,98769.987
vermelho,99090.045
verde,99441.98199999999
amarelo,99697.029
amarelo,100025.99399999999
verde,100290.008
vermelho,100529.06
verde,100898.102
amarelo,101170.113
amarelo,101586.075
verde,101842.039
vermelho,102090.059
verde,102442.091
amarelo,102681.089
amarelo,103130.08600000001
verde,103402.121
vermelho,103697.155
verde,104025.161
amarelo,104273.172
amarelo,104737.185
verde,104969.19200000001
vermelho,105258.174
verde,105633.21
amarelo,105914.232
amarelo,106322.23999999999
verde,106569.23700000001
vermelho,106858.25099999999
verde,107210.284
amarelo,107489.26400000001
amarelo,107898.28199999999
verde,108162.25
vermelho,108482.242
