140
vermelho,1489.16
vermelho,1559.106
verde,2017.1380000000001
verde,2111.153
azul,2608.122
azul,2703.2090000000003
verde,3313.179
verde,3392.162
vermelho,6025.331
vermelho,6119.365
vermelho,6263.365000000001
vermelho,6352.329
azul,6825.33
azul,6911.417
amarelo,7497.427
amarelo,7607.368
vermelho,8418.419
vermelho,8495.45
vermelho,10712.57
vermelho,10791.594
vermelho,10975.536999999998
vermelho,11079.655
azul,11280.563
azul,11383.65
amarelo,11801.58
amarelo,11855.582
laranja,12403.642
laranja,12487.662
verde,12976.639000000001
verde,13055.641
vermelho,14873.786
vermelho,14967.845000000001
vermelho,15383.818
vermelho,15479.864
azul,16068.826000000001
azul,16159.884000000002
amarelo,16632.826999999997
amarelo,16719.887
laranja,17160.85
laranja,17271.908
vermelho,17842.885
vermelho,17920.971999999998
vermelho,20299.01
vermelho,20392.012000000002
vermelho,20624.055
vermelho,20704.108
azul,20949.042999999998
azul,21056.136
laranja,21718.077999999998
laranja,21840.193
amarelo,22153.106
amarelo,22249.164
azul,22643.146999999997
azul,22736.136
verde,23203.159
verde,23304.206000000002
vermelho,25522.319
vermelho,25624.365999999998
amarelo,26257.328
amarelo,26344.318000000003
azul,26803.357
azul,26888.446
verde,27458.435
verde,27544.46
