140
vermelho,1147.035
vermelho,1426.034
verde,1731.092
azul,2131.065
verde,2674.152
azul,3267.14
vermelho,6283.275
verde,6867.363
azul,7570.367
verde,7851.353999999999
vermelho,8155.3679999999995
vermelho,11267.527
vermelho,11499.567000000001
azul,11787.573999999999
verde,12355.582
vermelho,12979.621
vermelho,13475.638
azul,13602.651
vermelho,14019.669
vermelho,14459.722
azul,14747.702000000001
vermelho,15426.794
vermelho,15723.751999999999
azul,15979.765000000001
vermelho,16419.787
vermelho,17019.817
azul,17131.823
vermelho,17754.911
vermelho,18115.871
azul,18386.941
vermelho,18755.905
azul,18876.915
verde,19226.936999999998
azul,19402.993
vermelho,19651.009
vermelho,20267.980000000003
vermelho,20579.999
azul,20820.013
verde,21187.096
azul,21284.037
vermelho,21668.051
azul,21979.123
verde,22340.106
vermelho,22724.106
vermelho,23035.176
azul,23300.138
vermelho,23628.150999999998
azul,23708.155000000002
verde,23995.229
azul,24156.179
vermelho,24468.194
vermelho,25139.229
vermelho,25412.255999999998
azul,25692.266
verde,26028.271
azul,26124.282
vermelho,26468.295000000002
azul,26772.31
verde,27492.346
verde,27779.416999999998
vermelho,28163.381
azul,28476.396999999997
vermelho,28595.402
